price_count,seller_name,price,nnumber,qa_count,snumber,seller_score,content,seller_logint,title
"
出價紀錄(5)
            ",missing007,"13,000",1,"
問與答(11)
            ",2,3739,,上次登入：2016-06-04,"【OSSLab弘昌電子】店保二十天-Apple MacBook Air 13"" (MCV2B)"
"
出價紀錄(1)
            ",vicky297111,"18,300",5,"
問與答(0)
            ",0,205,,上次登入：2016-06-04,【琪琪3C】 華碩ASUS X455LF-0181B5200U 灰 i5-5200/1TB/GT930-2G/W10
"
出價紀錄(52)
            ",jowin168,"6,500",8,"
問與答(108)
            ",50,1129,,上次登入：2016-06-05,[信達電腦] 宏碁 ACER Chromebook CB3-111-C3VG  Chrome OS 11.6吋筆電 全新
"
出價紀錄(62)
            ",a885302,750,41,"
問與答(36)
            ",59,274,,上次登入：2016-06-04,(免運+送iphone傳輸線) 副廠Apple 45W 60W 85W L型T型 MagSafe Macbook 充電器
"
出價紀錄(798)
            ",f67920,320,44,"
問與答(310)
            ",795,17192,,上次登入：2016-06-05,全新 宏碁 ACER Aspire AS 5810T 5410 5738G 5739G 5740G 5536 5552 5741 5742G 5745G 5749 5750G 5820T E732 繁體 中文 鍵盤
"
出價紀錄(3)
            ",tw_sale,"6,999",1,"
問與答(3)
            ",4,3946,,上次登入：2016-06-04,[ 銷機會] Asus K84LY 二代 i3-2310M / 1G 獨顯 / 4G RAM 
"
出價紀錄(1)
            ",usoon3c,"14,600",3,"
問與答(5)
            ",0,600,,上次登入：2016-06-04,[小威嗶嗶3C] 華碩 ASUS X554SJ-0027KN3700 [含稅][來電問存貨量]
"
出價紀錄(1)
            ",cheespc,"19,900",4,"
問與答(5)
            ",1,254,,上次登入：2016-06-04,*客製*華碩 ASUS X555LJ i5/8G/240SSD/NV920『光華商場』非X555LF X550JX
"
出價紀錄(1)
            ",linpony,"21,500",2,"
問與答(5)
            ",1,134,,上次登入：2016-06-04,古錐葵 加贈鍵盤膜 ASUS 華碩 X456UB-0021A6200U 棕  Win10/i5-6200/4GB/1TB
"
出價紀錄(2)
            ",erpdream,"9,900",7,"
問與答(0)
            ",1,488,,上次登入：2016-06-04,HP 2570P 12吋極輕商務i7三代 CPU/4G記憶體/500G/USB3.0 輕薄型筆電
"
出價紀錄(2)
            ",hina9612,"9,900",3,"
問與答(4)
            ",2,494,,上次登入：2016-06-04,"奇異果3C ES1-331-C2DE N3150/4G/32G+500G/13.3""/Win10 非X250TA"
"
出價紀錄(26)
            ",tw_sale,"3,200",3,"
問與答(13)
            ",25,3946,,上次登入：2016-06-04,[ 銷機會] IBM ThinkPad X200 12.1吋 
"
出價紀錄(3)
            ",wc90436,"21,000",7,"
問與答(18)
            ",3,340,,上次登入：2016-06-05,【小資電腦】挑戰最低價 ASUS TP300 13吋 i5 4G 1TB GT820獨顯 HD 全新品 TP300LD 
"
出價紀錄(12)
            ",asusnb,"18,900",2,"
問與答(16)
            ",12,288,,上次登入：2016-06-04,~專賣NB~ASUS 華碩 X555LF-0051B5200U灰/win10 新 (特價~有店面) 非X555LB 
"
出價紀錄(9)
            ",tw_sale,"7,800",2,"
問與答(6)
            ",7,3946,,上次登入：2016-06-04,[ 銷機會] ASUS N43JF 14吋 I5 獨顯 筆記型電腦
"
出價紀錄(20)
            ",genming,"1,750",4,"
問與答(21)
            ",20,569,,上次登入：2016-06-04,[iSky] Apple原廠電池- 2012年MACBOOK Air 13吋A1369/A1466/A1405送拆機工具
"
出價紀錄(11)
            ",johnhhc2000,"2,500",122,"
問與答(137)
            ",11,835,,上次登入：2016-06-04, [台南市東區]LENOVO X200 雙核心2.4G CPU RAM=4G DDRIII 無硬碟 有合法雷射標簽
"
出價紀錄(84)
            ",googlemac,"4,890",40,"
問與答(357)
            ",60,2005,,上次登入：2016-06-05,[序號版/代為註冊]Applecare 全球保固3年 Macbook Air Apple Care
"
出價紀錄(1)
            ",vicky297111,"19,900",2,"
問與答(8)
            ",1,205,,上次登入：2016-06-04,【琪琪3C】 ACER E5-491G-5424(FHD) i5-6300H/4G/1T/GT940M-2G/WIN10
"
出價紀錄(269)
            ",hsuan120,180,725,"
問與答(138)
            ",274,16520,,上次登入：2016-06-04,ThinkPad 聯想 第二顆硬碟轉接盒 硬碟托架 T400 T410 T420s T430s T500 TUB-TS1
"
出價紀錄(1)
            ",jor250804,"22,000",1,"
問與答(2)
            ",1,915,,上次登入：2016-06-05,白色三台含稅【T&M數位天地】Asus 華碩 EeeBook X205TA 11.6吋 32G小筆電~送OFFICE
"
出價紀錄(1)
            ",missing007,"17,000",5,"
問與答(8)
            ",1,3739,,上次登入：2016-06-04,"【弘昌電子】Apple MacBook Air 13""(MDB3M)(MD2RH)(MD85R)MDK2R(MDQ1E)"
"
出價紀錄(1)
            ",anthea3108,"22,200",3,"
問與答(18)
            ",0,300,,上次登入：2016-06-03,(天喬電腦)華碩ASUS X550JX-0093J4200H i5/4G/1TB/GTX950-2G(Win10)
"
出價紀錄(18)
            ",toby0216,"19,500",20,"
問與答(6)
            ",40,296,,上次登入：2016-06-04,【帥哥本舖】X555LF-0121B5200U 15.6/I5-5200U/4G/1T/NV930 2G/DVD/W10
"
出價紀錄(35)
            ",limitstyle,29,720,"
問與答(3)
            ",279,707,,上次登入：2016-06-04,i線套Mac 輕雲白 Mac充電線救星 Macbook Air Pro LimitStyle
"
出價紀錄(3)
            ",2m4a1ram,"22,700",1,"
問與答(22)
            ",2,505,,上次登入：2016-06-05,ASUS UX305CA-0061C6Y30(蜜粉金) 13.3吋FHD/m3-6Y30/DDR3L 1600 4G(O
"
出價紀錄(394)
            ",wow3c,170,25,"
問與答(119)
            ",541,21727,,上次登入：2016-06-04,wow3c→全新 14吋/15吋 通用 筆記型 電腦包 筆電包 可肩背/手提 手提包 單肩 側背
"
出價紀錄(8)
            ",jor250804,"20,500",2,"
問與答(43)
            ",8,915,,上次登入：2016-06-05,"【T&M數位天地】Asus 華碩X555LB-0171A5200U 15"" FHD 2G獨顯效能【Win10】筆電"
"
出價紀錄(1)
            ",e_touch_market,"23,450",2,"
問與答(0)
            ",1,288,,上次登入：2016-06-05,宅樂購 P2520LJ-0061A5200U 15/i5/GT930M2G/4G/500G/w10&7/3Y
"
出價紀錄(2)
            ",ll7926,"23,500",4,"
問與答(2)
            ",1,457,,上次登入：2016-06-03,♥正妹小舖♥ACER V5-591G-598J 可改SSD*i5-6300H/1T(72轉)/GTX950-2G/背光
"
出價紀錄(12)
            ",usoon3c,"31,000",5,"
問與答(10)
            ",10,600,,上次登入：2016-06-04,[小威嗶嗶3C] ASUS 華碩 商用筆電 M500-BX303UA-0111A6200U [含稅]
"
出價紀錄(25)
            ",ninivite,"23,890",2,"
問與答(150)
            ",24,3160,,上次登入：2016-06-04,5號出口】含稅全新ACER E5-773G-56LE i5-6200U/FHD霧面/GT940M/17吋/1TB/DVD
"
出價紀錄(1)
            ",1688r05,"23,600",1,"
問與答(0)
            ",1,2464,,上次登入：2016-06-05,含稅開發票【數位e館】ASUS 華碩 UX305CA-0031A6Y30 筆電 13.3吋 256 SSD win10
"
出價紀錄(1)
            ",ninivite,"23,790",1,"
問與答(0)
            ",1,3160,,上次登入：2016-06-04,5號出口】含稅全新ASUS UX305CA M3-6Y30/FHD/13吋/AC網卡/1.2公斤/256G SSD/金
"
出價紀錄(2)
            ",heremountain,"7,800",2,"
問與答(4)
            ",3,35034,,上次登入：2016-06-05,【樺仔二手電腦】Dell E6420 14吋 i5二代CPU 內建ATM晶片讀卡機 WIN7 Pro 鎂鋁合金商務筆電
"
出價紀錄(70)
            ",heremountain,"11,500",2,"
問與答(46)
            ",83,35034,,上次登入：2016-06-05,【樺仔二手電腦】Lenovo X230 12吋筆電 i5三代雙核心/8G記憶體/Win7 Pro正版系統/USB3.0
"
出價紀錄(3)
            ",lym1215,"9,900",7,"
問與答(19)
            ",3,5530,,上次登入：2016-06-04,【奇茂科技】華碩 ASUS T100HA 10吋平板筆電灰 x5-Z8500/2G/64G/WIN10【拆封新品
"
出價紀錄(323)
            ",open871118,10,686,"
問與答(1)
            ",313,0,,上次登入：2016-06-04,申請代碼
"
出價紀錄(1)
            ",ninivite,"25,890",1,"
問與答(10)
            ",1,3160,,上次登入：2016-06-04,5號出口】含稅全新 MSI微星 CX62-6QD i5-6300HQ/FHD/940M/1T+128G SSD/DDR4
"
出價紀錄(75)
            ",anitab,"1,650",45,"
問與答(38)
            ",75,2372,,上次登入：2016-06-05,【漾屏屋】N156B6-L0D N156BGE-L41 ASUS X501 A X502C X550C X550L  
"
出價紀錄(42)
            ",raika,"3,600",13,"
問與答(86)
            ",36,1649,,上次登入：2016-06-05,<胖胖鼠>戴爾DELL E6400 雙核 筆電 T9600/2G/14吋 筆電 筆記型電腦 
"
出價紀錄(33)
            ",tw_sale,"3,899",1,"
問與答(24)
            ",27,3946,,上次登入：2016-06-04,[ 銷機會] ASUS N20A 雙核心筆電 / 4G RAM 
"
出價紀錄(35)
            ",sz11,299,959,"
問與答(16)
            ",39,6911,,上次登入：2016-06-04,macbook pro air retina 11 12 13 15吋 保護殼 大理石紋 不鏤空 筆電殼【CAA004】
"
出價紀錄(3)
            ",wc90436,"22,900",4,"
問與答(4)
            ",1,340,,上次登入：2016-06-05,【小資電腦】華碩 ASUS K555LB FHD霧面螢幕 128G SSD雙碟 GTX940M獨顯 另有 X550JX
"
出價紀錄(11)
            ",dwusoon,"54,200",1,"
問與答(61)
            ",9,771,,上次登入：2016-06-04,《大尾倉庫》ASUS UX501VW-0082A6700HQ【含稅】【煩請先詢問存貨呦】
"
出價紀錄(3)
            ",pinaaaaaa,"28,300",1,"
問與答(6)
            ",2,483,,上次登入：2016-06-05,晶來發含稅28300(ASUS P2420LJ-0071A5500U  )/14/i7/8G/1T/win7/2Y
"
出價紀錄(9)
            ",yoyo58588,"10,500",2,"
問與答(2)
            ",4,163,,上次登入：2016-06-03,[精修網] 四核心旗艦機 HP Pavilion g4/i5-2430/4G/6470M獨顯/500GB/USB3.0
"
出價紀錄(2)
            ",cheespc,"13,300",2,"
問與答(7)
            ",2,254,,上次登入：2016-06-04,*CP*華碩 ASUS X540SA-0021AN3700 WIN10『光華商場』非X551CA  X553MA
"
出價紀錄(2)
            ",lym1215,"12,900",8,"
問與答(10)
            ",2,5530,,上次登入：2016-06-04,【奇茂科技】含稅 華碩 ASUS X453SA N3700 四核心 500G 硬碟 取代 X453MA 【全新未拆】
"
出價紀錄(160)
            ",biohazard,"1,349",122,"
問與答(108)
            ",153,3923,,上次登入：2016-06-04,[蘋果原廠充電器][MagSafe 2] Apple Macbook Air Pro Retina 變壓器 電源供應器 
"
出價紀錄(212)
            ",peter239,590,956,"
問與答(134)
            ",209,400,,上次登入：2016-06-04,"BASEQI : 鋁合金版神隱轉卡 Macbook AIR / Retina13, 15 專用"
"
出價紀錄(9)
            ",asusnb,"13,100",2,"
問與答(21)
            ",8,288,,上次登入：2016-06-04,~專賣NB~ASUS 華碩 X540SA-0041CN3700 銀 N3700/4G/WIN 10(特價~有門市)
"
出價紀錄(1)
            ",ibm0910270593,"26,900",1,"
問與答(10)
            ",1,1432,,上次登入：2016-06-04,"小高黑店【 X260 i3-6100U, 8GB DDR4,192G SSD ,W10 Home】"
"
出價紀錄(3)
            ",carriechao,"8,500",1,"
問與答(9)
            ",2,543,,上次登入：2016-06-05,【優質筆電】Lenovo X220 i5-2410/4GB/128G SSD/Win7 PRO 品況超優
"
出價紀錄(1)
            ",usoon3c,"22,000",2,"
問與答(4)
            ",1,600,,上次登入：2016-06-04,[小威嗶嗶3C] ASUS 華碩 X456UB-0021A6200U 亮面棕 14吋 i5 2G獨顯 [含稅]
"
出價紀錄(22)
            ",slf1224,"4,500",2,"
問與答(27)
            ",16,253,,上次登入：2016-06-04,ASUS  A8J 雙核心14吋筆電可玩線上遊戲
"
出價紀錄(2)
            ",yoyo58588,"15,000",3,"
問與答(4)
            ",2,163,,上次登入：2016-06-03,[精修網] Acer 5950G 四核 筆記型電腦 I7-2630/4G/750GB/2G獨顯/FHD 15.6
"
出價紀錄(11)
            ",tw_sale,"6,800",1,"
問與答(3)
            ",10,3946,,上次登入：2016-06-04,[ 銷機會 - 筆電 ]華碩 K42Jv i3 CPU / GF335M 獨顯
"
出價紀錄(3)
            ",slf1224,"7,000",1,"
問與答(4)
            ",2,253,,上次登入：2016-06-04,Hp 6930p 筆電14吋獨顯ATI Radeon HD可玩LOL線上遊戲
"
出價紀錄(1)
            ",jor250804,"27,900",1,"
問與答(5)
            ",1,915,,上次登入：2016-06-05,現貨【T&M數位天地】Asus華碩 UX303UB-0031B6200U i5 輕薄2G獨顯【Win10】筆電 玫瑰金
"
出價紀錄(6)
            ",toiletstw,"7,390",2,"
問與答(20)
            ",3,1421,,上次登入：2016-06-05,【藍海小舖】MSI 微星S100 Note四核心處理器 10點觸控螢幕1280x800 IPS面板-001TW
"
出價紀錄(1)
            ",1688r05,"28,700",1,"
問與答(3)
            ",1,2464,,上次登入：2016-06-05,數位e館【含稅開發票】ASUS 華碩 GL552VW-0071A6300HQ 電競筆電 15.6吋 i5 960獨顯
"
出價紀錄(48)
            ",r09_rita,"25,600",5,"
問與答(234)
            ",41,1361,,上次登入：2016-06-04,win10《光華-陳'S》ASUS 華碩 X550JX-0063J4720HQ X550JX-0103J4720HQ
"
出價紀錄(16)
            ",lym1215,"22,900",2,"
問與答(34)
            ",15,5530,,上次登入：2016-06-04,奇茂科技】現貨ASUS UX305CA-0061C6Y30 蜜粉金 M-6Y30/256G SSD/WIN10【拆封新品
"
出價紀錄(0)
            ",john21429a,"39,499",3,"
問與答(0)
            ",0,144,,上次登入：2016-06-04,超殺限量 Microsoft SurFace Pro4 i5 8G 256G 含稅附發票 全新未拆 
"
出價紀錄(2)
            ",pinaaaaaa,"29,550",2,"
問與答(4)
            ",1,483,,上次登入：2016-06-05,晶來發含稅B500-PU451JF-0101A4712MQ 14/i7/8G/1TB/w8.1&7/3Y
"
出價紀錄(25)
            ",laptop-best,"4,000",1,"
問與答(32)
            ",23,289,,上次登入：2016-06-04,HP 6530B 雙核心 T9600/ 2G/ 160G/ XP 商務筆電
"
出價紀錄(112)
            ",ikanolife,"1,020",898,"
問與答(40)
            ",101,592,,上次登入：2016-06-04,【ikanolife】Apple 45W 二代 magsafe 2 電源供應器Mac book Air-變壓器插頭充電
"
出價紀錄(9)
            ",jor250804,"22,900",8,"
問與答(22)
            ",7,915,,上次登入：2016-06-05,【T&M數位天地】Asus 華碩 X556UR 0021B6200U 0031C6200U 15吋 FHD 獨顯筆電
"
出價紀錄(4)
            ",pinaaaaaa,"30,900",3,"
問與答(7)
            ",3,483,,上次登入：2016-06-05,晶來發 現貨 (HP 450 G2 L5J02PA)i7-5500/2G獨顯/8GB/500G 
"
出價紀錄(3)
            ",pinaaaaaa,"28,400",10,"
問與答(12)
            ",3,483,,上次登入：2016-06-05,晶來發( ASUS M700-PU401LA-0251A4500U )PU401LA/14吋/i7-4500U/4G*1/500G+16G/Win7Pro/3-3-3 歡迎詢問
"
出價紀錄(31)
            ",laptop-best,"8,000",3,"
問與答(67)
            ",21,289,,上次登入：2016-06-04,HP 8460P i5二代 CPU/250GB硬碟 /4G/USB3.0筆記型電腦
"
出價紀錄(1)
            ",pinaaaaaa,"28,400",2,"
問與答(5)
            ",1,483,,上次登入：2016-06-05,晶來發現貨含稅開票(ASUS M700-PU451LD-0491B4510U )14/i7/8G/Win8 Win7/
"
出價紀錄(1)
            ",dwusoon,"26,100",19,"
問與答(0)
            ",1,771,,上次登入：2016-06-04,《大尾倉庫》 ASUS 華碩 UX360CA-0051A6Y30 金【含稅】【可刷卡】【請先詢問存貨】 
"
出價紀錄(27)
            ",heremountain,"7,800",2,"
問與答(40)
            ",28,35034,,上次登入：2016-06-05,【樺仔二手電腦】Dell E6420 14吋 i5二代CPU 內建ATM晶片讀卡機 WIN7 Pro 鎂鋁合金商務筆電
"
出價紀錄(17)
            ",slf1224,"4,935",2,"
問與答(22)
            ",11,253,,上次登入：2016-06-04,Asus a6 筆電15吋獨顯win7可玩線上遊戲
"
出價紀錄(12)
            ",ninivite,"15,990",1,"
問與答(56)
            ",12,3160,,上次登入：2016-06-04,5號出口】含稅全新ACER V3-371-54AG i5-5200U/13吋/500GB/4G/1.5KG/純白/2年保
"
出價紀錄(35)
            ",jor250804,"3,300",2,"
問與答(71)
            ",32,915,,上次登入：2016-06-05,三色現貨【T&M數位天地】Microsoft 微軟 Surface Pro 4 實體 注音 鍵盤 保護蓋~~PRO3適用
"
出價紀錄(2)
            ",vicky297111,"33,400",2,"
問與答(2)
            ",1,205,,上次登入：2016-06-04,【琪琪3C】 ACER R7-372T-573Q(FHD)* I5-6200U/8G/256G/W10/多點觸控/銀色
"
出價紀錄(10)
            ",ninivite,"13,890",2,"
問與答(49)
            ",10,3160,,上次登入：2016-06-04,5號出口】含稅全新ASUS T100HA X5-Z8500/4G/128GB/平板筆電二合一/10吋觸控/WIN10
"
出價紀錄(1)
            ",2m4a1ram,"35,000",3,"
問與答(3)
            ",0,505,,上次登入：2016-06-05, K501UX-0042A6500U(黑) 15.6吋 i7-6500U/DDR3L 4G*2Max.8G
"
出價紀錄(24)
            ",dog588,"3,688",5,"
問與答(49)
            ",21,944,,上次登入：2016-06-04,lenovo l410 14吋 t9400 超高端雙核心 商務筆電 正版win7 3期零利率
"
出價紀錄(18)
            ",jor250804,"33,900",1,"
問與答(81)
            ",13,915,,上次登入：2016-06-05,現貨【T&M數位天地】Asus 華碩ROG GL552VW-0061A6700HQ GTX960獨顯 電競筆電
"
出價紀錄(6)
            ",jor250804,"33,800",2,"
問與答(18)
            ",6,915,,上次登入：2016-06-05,現貨【T&M數位天地】Asus華碩 UX303UB-0121A6500U i7 輕薄2G獨顯【Win10】筆電 煙燻棕
"
出價紀錄(38)
            ",dog588,"5,500",2,"
問與答(66)
            ",33,944,,上次登入：2016-06-04,IBM / Lenovo X201 I5 處理器 320g 4g 2手良品
"
出價紀錄(99)
            ",biohazard,"8,349",96,"
問與答(110)
            ",87,3923,,上次登入：2016-06-04,[阿婆K鵝][序號版] AppleCare MacBook Pro 15  Retina 蘋果 延長保固 13 11  
"
出價紀錄(2)
            ",vicky297111,"36,000",1,"
問與答(9)
            ",2,205,,上次登入：2016-06-04,【琪琪3C】 華碩ASUS GL752VW-0071A6700HQ i7-6700/128G+1TB/GTX960-2G
"
出價紀錄(5)
            ",heremountain,"8,800",1,"
問與答(4)
            ",4,35034,,上次登入：2016-06-05,【樺仔二手電腦】Dell Latitude E5510 I5雙核心CPU / 少數有 RS232 的機種 堅固的商務機
"
出價紀錄(2)
            ",humenoutlet,"6,500",13,"
問與答(27)
            ",7,559,,上次登入：2016-06-04,☆南爵二手電腦☆Dell E6320 13吋筆電 i5二代2520M 2.5/4G/250G/DVD燒/HDMI 20台
"
出價紀錄(10)
            ",nive89,"4,999",2,"
問與答(17)
            ",9,1052,,上次登入：2016-06-05,現金折1000元地表最小強力機種ACER10.1吋蟻人英雄機全機1.1KG現金特價4999再送燒錄光碟機
"
出價紀錄(32)
            ",jor250804,"9,900",10,"
問與答(72)
            ",30,915,,上次登入：2016-06-05,【T&M數位天地】Asus 華碩 T100HA-0223KZ8500 0233AZ8500 【Win10】變形筆電
"
出價紀錄(3)
            ",wc90436,"18,700",4,"
問與答(5)
            ",1,340,,上次登入：2016-06-05,【小資電腦】二年保固 限時優惠 ASUS X555LF i5-5200U GT930獨顯 另 X550JX F555LJ
"
出價紀錄(3)
            ",deyuan0401,"37,500",2,"
問與答(9)
            ",3,7230,,上次登入：2016-06-04,MSI 微星 GP72 6QF-484TW i7-6700HQ/GTX960M-4G 電競 筆記型電腦
"
出價紀錄(71)
            ",yuyu0913,280,928,"
問與答(14)
            ",71,9813,,上次登入：2016-06-04,機身保護貼膜 Apple MacBook Air Pro Retina 11/12/13/15 防刮耐刮腕托 蘋果 全托
"
出價紀錄(6)
            ",ez70559443,"7,000",2,"
問與答(10)
            ",6,550,,上次登入：2016-06-04,"[億耀科技]㊣保固六個月,貨到付款,THINKPAD X220 I5/8GB 商用筆電"
"
出價紀錄(3)
            ",chenbloc99,"41,000",2,"
問與答(19)
            ",3,1069,,上次登入：2016-06-04,"[ThinkPad] T450s i5-5200U,8GB,14吋 FHD, 500GB, "
"
出價紀錄(1)
            ",1688r05,"38,000",2,"
問與答(4)
            ",1,2464,,上次登入：2016-06-05,【含稅開發票】ASUS 華碩 GL752VW-0071A6700HQ 電競筆電 17吋 i7 獨顯 SSD
"
出價紀錄(3)
            ",r09_rita,"41,800",3,"
問與答(22)
            ",2,1361,,上次登入：2016-06-04,《光華-miss陳》ASUS 華碩 UX501VW-0052A6700HQ 筆電 I7 輕薄款 純SSD 4K UHD
"
出價紀錄(16)
            ",tw_sale,"6,999",1,"
問與答(11)
            ",15,3946,,上次登入：2016-06-04,[ 銷機會] Asus K43SA 二代 i3-2330M / HD6730M 獨顯 / 4G RAM / 320G 
"
出價紀錄(7)
            ",j120999,"13,600",91,"
問與答(13)
            ",0,1728,,上次登入：2016-06-04,☆FenG 3C☆【華碩W10新機】ASUS X553MA-0181AN3540 經典黑 N3540 可刷卡6 12期 
"
出價紀錄(19)
            ",niopc,"13,100",3,"
問與答(16)
            ",18,114,,上次登入：2016-06-02,~熊俗3C~ASUS 華碩 X540SA-0021AN3700 黑 N3700/4G/WIN 10 (熊俗~有店面)
"
出價紀錄(5)
            ",jor250804,"12,900",1,"
問與答(8)
            ",6,915,,上次登入：2016-06-05,【T&M數位天地】Asus 華碩 TP200SA-0233GN3050 11吋 64G 360度觸控翻轉筆電
"
出價紀錄(289)
            ",biohazard,"1,249",905,"
問與答(202)
            ",258,3923,,上次登入：2016-06-04,[蘋果原廠充電器][MagSafe1] Apple Macbook 45w/60w/85w 變壓器 電源供應器 延長線
"
出價紀錄(83)
            ",r09_rita,"13,000",4,"
問與答(301)
            ",80,1361,,上次登入：2016-06-04,Win10《光華 陳'S》ASUS 華碩 X453SA N3700 四核 500G 文書筆電 X453MA
"
出價紀錄(59)
            ",shakira55,99,940,"
問與答(0)
            ",59,3963,,上次登入：2016-06-04,*B21*筆電鎖 密碼鎖 防剪 防撬 全面保護您筆記型電腦的安全
"
出價紀錄(31)
            ",slf1224,"5,500",1,"
問與答(37)
            ",25,253,,上次登入：2016-06-04,HP-Compaq CQ40筆記型電腦14吋win7可玩線上遊戲 LOL
"
出價紀錄(11)
            ",jay599159,"34,999",3,"
問與答(3)
            ",8,93,,上次登入：2016-06-04,16GB終極鈦合金 雙碟SSD240G+1TB 超速i7八核心 17.3藍光撥放旗艦機種 LOL全開GT630-4GB 
"
出價紀錄(9)
            ",asusnb,"18,900",2,"
問與答(14)
            ",9,288,,上次登入：2016-06-04,~專賣NB~ASUS 華碩 X555LF-0043F5200U / NV 930M  (特價~有門市)取代 X555LD
"
出價紀錄(8)
            ",niopc,"20,300",3,"
問與答(16)
            ",7,114,,上次登入：2016-06-02,~熊俗3C~華碩 ASUS  UX305FA(MS)-0101A5Y10 (熊俗~有門市)非UX303 UX32
"
出價紀錄(3)
            ",lym1215,"17,900",2,"
問與答(8)
            ",3,5530,,上次登入：2016-06-04,奇茂科技】華碩 ASUS X455LF-0181B5200U 灰 I5/1T/930獨顯/WIN10【拆封新品
"
出價紀錄(62)
            ",shakira55,49,937,"
問與答(0)
            ",62,3963,,上次登入：2016-06-04,[送精美小禮物]筆電鍵盤保護膜 筆電鍵盤膜 保護貼 貼膜 靜電吸附 通用型32cm*15cm
"
出價紀錄(8)
            ",hina9612,"20,900",7,"
問與答(25)
            ",8,494,,上次登入：2016-06-04,奇異果3C ASUS 華碩 X555LJ I5-5200U/8G/120G SSD 非X555LF X555LB EX2
"
出價紀錄(152)
            ",anitab,"1,600",86,"
問與答(128)
            ",144,2372,,上次登入：2016-06-05,【漾屏屋】全新 A+ LP156WH2 LP156WH4 B156XW02 LTN156AT02  筆電面板破裂
"
出價紀錄(41)
            ",slf1224,"4,935",1,"
問與答(40)
            ",27,253,,上次登入：2016-06-04,ASUS F3雙核心15吋獨顯筆電灌好win7可玩線上遊戲LOL
"
出價紀錄(4)
            ",ninivite,"22,990",2,"
問與答(6)
            ",4,3160,,上次登入：2016-06-04,5號出口】含稅全新ACER E5-572G-74VX 四核i7-4712MQ/FHD/940M/1T/4GB/WIN10
"
出價紀錄(3)
            ",ll7926,"46,900",2,"
問與答(9)
            ",1,457,,上次登入：2016-06-03,♥正妹小舖♥ACER S7-393-75508G25ews*I7-5500U/8G/256G/13.3WQHD10點觸控
"
出價紀錄(9)
            ",r09_rita,"23,500",2,"
問與答(15)
            ",8,1361,,上次登入：2016-06-04,蜜粉金色-Win10【光華-陳'S】ASUS 華碩 UX305CA-0061C6Y30。UX305LA 256G SSD
"
出價紀錄(12)
            ",casuals4,"33,500",2,"
問與答(24)
            ",11,284,,上次登入：2016-06-05,~Buy PC~來電更便宜Lenovo Thinkpad T450 i5/14吋IPS FHD/8G/nv940獨顯
"
出價紀錄(1)
            ",jor250804,"48,900",1,"
問與答(2)
            ",1,915,,上次登入：2016-06-05,【T&M數位天地】Toshiba 東芝 Portege Z30-C-01V00M ★極致輕薄FHD筆電★三年保固
"
出價紀錄(4)
            ",ninivite,"25,590",2,"
問與答(29)
            ",3,3160,,上次登入：2016-06-04,5號出口】含稅全新ASUS X550JX-0103J i7-4720HQ/FHD/GTX950M/7200轉1T/4GB
"
出價紀錄(3)
            ",lym1215,"22,900",3,"
問與答(5)
            ",2,5530,,上次登入：2016-06-04,【奇茂科技】ASUS UX305CA-0061C6Y30 蜜粉金 M-6Y30/256G SSD/WIN10 【拆封新品
"
出價紀錄(1)
            ",seeker5023,"54,200",1,"
問與答(4)
            ",1,519,,上次登入：2016-06-04,0X255 Lenovo T460S 20F9A02YTW I7-6600U 14吋 256G SSD W7 Pro 
"
出價紀錄(9)
            ",shylian686,"10,800",1,"
問與答(111)
            ",7,1520,,上次登入：2016-06-04, 宏碁 ACER E5-532G  4G/500G/獨顯/Win 10 15.6吋 雙色筆電
"
出價紀錄(25)
            ",jor250804,"22,700",1,"
問與答(127)
            ",19,915,,上次登入：2016-06-05,【T&M數位天地】Asus 華碩 X550JX-0093J4200H FHD GTX950 Win10 遊戲筆電
"
出價紀錄(80)
            ",yungshin,399,919,"
問與答(0)
            ",80,25009,,上次登入：2016-06-04,【現貨】K-YO 微軟平板 Surface Pro 4 Pro 3 BOOK 鋼化玻璃膜 0.2MM弧邊保護貼防刀劃防爆
"
出價紀錄(23)
            ",jor250804,"28,400",3,"
問與答(82)
            ",17,915,,上次登入：2016-06-05,【T&M數位】Asus 華碩 K501UX-0032A6200U 15吋 FHD i5 獨顯遊戲金屬薄型筆電 (黑)
"
出價紀錄(1)
            ",ulmy3c,"56,900",3,"
問與答(0)
            ",0,109,,上次登入：2016-06-04,[DRK]ASUS 華碩 GL502VT-0021A6700HQ [可含稅]
"
出價紀錄(8)
            ",3cfun80204667,"28,900",2,"
問與答(5)
            ",6,77,,上次登入：2016-06-04,2016 最新款 MacBook Air 13吋 1.6G 8G 128G 中文鍵盤台灣公司貨 全新到貨
"
出價紀錄(143)
            ",biohazard,"5,999",944,"
問與答(137)
            ",122,3923,,上次登入：2016-06-04,[阿婆K鵝][序號版] Applecare MacBook Air/Pro/11/13/Retina  蘋果 延長保固 
"
出價紀錄(9)
            ",niopc,"18,900",3,"
問與答(16)
            ",9,114,,上次登入：2016-06-02,~熊俗3C~ASUS 華碩 X555LF-0021B5200U / NV 930M  (熊俗~有店面) 非X555LD
"
出價紀錄(1)
            ",ocpcdiy,"63,065",2,"
問與答(1)
            ",0,13035,,上次登入：2016-06-03,【全新附發票】華碩 ASUS G752VT-0031A6700HQ
